"remark","date","time","h2o","co2","ch4","datetime"
"","2023-07-11","08:45:52",39947.473,-53.065804,2.1318157,2023-07-11 08:45:52
"","2023-07-11","08:45:53",39954.871,-51.527973,2.1327285,2023-07-11 08:45:53
"","2023-07-11","08:45:54",39958.457,-49.477131,2.1335503,2023-07-11 08:45:54
"","2023-07-11","08:45:55",39962.848,-47.120514,2.1342188,2023-07-11 08:45:55
"","2023-07-11","08:45:56",39961.555,-45.49366,2.1350801,2023-07-11 08:45:56
"","2023-07-11","08:45:57",39961.465,-44.039501,2.135835,2023-07-11 08:45:57
"","2023-07-11","08:45:58",39965.117,-41.545685,2.1362883,2023-07-11 08:45:58
"","2023-07-11","08:45:59",39965.875,-39.750484,2.1369675,2023-07-11 08:45:59
"","2023-07-11","08:46:00",39969.082,-37.83263,2.1370139,2023-07-11 08:46:00
"","2023-07-11","08:46:01",39972.59,-35.617287,2.1375925,2023-07-11 08:46:01
"","2023-07-11","08:46:02",39975.508,-32.597214,2.1378892,2023-07-11 08:46:02
"","2023-07-11","08:46:03",39974.895,-30.82892,2.1384438,2023-07-11 08:46:03
"","2023-07-11","08:46:04",39973.004,-27.121126,2.1388149,2023-07-11 08:46:04
"","2023-07-11","08:46:05",39970.234,-24.743217,2.1392219,2023-07-11 08:46:05
"","2023-07-11","08:46:06",39975.387,-22.202971,2.1396418,2023-07-11 08:46:06
"","2023-07-11","08:46:07",39974.008,-19.070013,2.1397842,2023-07-11 08:46:07
"","2023-07-11","08:46:08",39967.738,-16.77523,2.1399492,2023-07-11 08:46:08
"","2023-07-11","08:46:09",39965.34,-12.075367,2.1403406,2023-07-11 08:46:09
"","2023-07-11","08:46:10",39960.234,-9.6316404,2.140447,2023-07-11 08:46:10
"","2023-07-11","08:46:11",39955.234,-7.0282922,2.1405347,2023-07-11 08:46:11
"","2023-07-11","08:46:12",39948.852,-2.6619222,2.1408003,2023-07-11 08:46:12
"","2023-07-11","08:46:13",39939.629,1.1562022,2.1409651,2023-07-11 08:46:13
"","2023-07-11","08:46:14",39929.41,4.3956971,2.1407566,2023-07-11 08:46:14
"","2023-07-11","08:46:15",39920.215,7.9437709,2.1408237,2023-07-11 08:46:15
"","2023-07-11","08:46:16",39915.789,10.822158,2.140981,2023-07-11 08:46:16
"","2023-07-11","08:46:17",39907.43,14.307947,2.1406924,2023-07-11 08:46:17
"","2023-07-11","08:46:18",39898.418,18.907183,2.1406069,2023-07-11 08:46:18
"","2023-07-11","08:46:19",39892.719,23.154497,2.1405977,2023-07-11 08:46:19
"","2023-07-11","08:46:20",39891.832,25.818729,2.1405015,2023-07-11 08:46:20
"","2023-07-11","08:46:21",39886.07,30.195505,2.1402588,2023-07-11 08:46:21
"","2023-07-11","08:46:22",39879.766,34.453445,2.1401772,2023-07-11 08:46:22
"","2023-07-11","08:46:23",39869.766,39.146751,2.1399451,2023-07-11 08:46:23
"","2023-07-11","08:46:24",39862.258,41.750389,2.1396272,2023-07-11 08:46:24
"","2023-07-11","08:46:25",39858.902,46.760502,2.1393215,2023-07-11 08:46:25
"","2023-07-11","08:46:26",39854.902,50.815224,2.1389624,2023-07-11 08:46:26
"","2023-07-11","08:46:27",39845.84,55.001232,2.1388677,2023-07-11 08:46:27
"","2023-07-11","08:46:28",39836.441,59.986786,2.1386313,2023-07-11 08:46:28
"","2023-07-11","08:46:29",39821.312,64.741447,2.1378779,2023-07-11 08:46:29
"","2023-07-11","08:46:30",39935.879,130.12503,2.1397468,2023-07-11 08:46:30
"","2023-07-11","08:46:31",40450.113,59.008247,2.1437051,2023-07-11 08:46:31
"","2023-07-11","08:46:32",39852.652,280.63043,2.1399189,2023-07-11 08:46:32
"","2023-07-11","08:46:33",39773.219,92.675713,2.1357466,2023-07-11 08:46:33
"","2023-07-11","08:46:34",39763.598,81.709679,2.1339216,2023-07-11 08:46:34
"","2023-07-11","08:46:35",40341.477,245.81793,2.1415283,2023-07-11 08:46:35
"","2023-07-11","08:46:36",40204.957,146.82639,2.1363176,2023-07-11 08:46:36
"","2023-07-11","08:46:37",39625.547,281.94,2.134,2023-07-11 08:46:37
"","2023-07-11","08:46:38",39702.941,103.07374,2.1311079,2023-07-11 08:46:38
"","2023-07-11","08:46:39",40250.531,336.97675,2.1367043,2023-07-11 08:46:39
"","2023-07-11","08:46:40",40463.961,-27.167082,2.1348721,2023-07-11 08:46:40
"","2023-07-11","08:46:41",39596.809,481.92664,2.1276169,2023-07-11 08:46:41
"","2023-07-11","08:46:42",39643.824,144.30009,2.1295732,2023-07-11 08:46:42
"","2023-07-11","08:46:43",39624.305,120.72581,2.126644,2023-07-11 08:46:43
"","2023-07-11","08:46:44",39609.289,125.29578,2.1260742,2023-07-11 08:46:44
"","2023-07-11","08:46:45",39598.473,129.18349,2.1254465,2023-07-11 08:46:45
"","2023-07-11","08:46:46",39583.098,132.99992,2.124563,2023-07-11 08:46:46
"","2023-07-11","08:46:47",39560.613,136.56546,2.1233101,2023-07-11 08:46:47
"","2023-07-11","08:46:48",39563.621,786.27881,2.1097891,2023-07-11 08:46:48
"","2023-07-11","08:46:49",40405.859,65.630249,2.1336277,2023-07-11 08:46:49
"","2023-07-11","08:46:50",40386.707,-2.8281569,2.1263459,2023-07-11 08:46:50
"","2023-07-11","08:46:51",40375.727,-0.55453765,2.1249797,2023-07-11 08:46:51
"","2023-07-11","08:46:52",40367.168,1.9011035,2.1238599,2023-07-11 08:46:52
"","2023-07-11","08:46:53",40354.938,4.7966332,2.1226008,2023-07-11 08:46:53
"","2023-07-11","08:46:54",40349.578,7.8112979,2.1215283,2023-07-11 08:46:54
"","2023-07-11","08:46:55",40342.062,10.749232,2.1200764,2023-07-11 08:46:55
"","2023-07-11","08:46:56",40333.691,12.989199,2.1188335,2023-07-11 08:46:56
"","2023-07-11","08:46:57",40323.734,16.752022,2.1175657,2023-07-11 08:46:57
"","2023-07-11","08:46:58",40311.906,19.859221,2.1164209,2023-07-11 08:46:58
"","2023-07-11","08:46:59",40306.152,22.063189,2.1150193,2023-07-11 08:46:59
"","2023-07-11","08:47:00",40302.949,23.608192,2.1137048,2023-07-11 08:47:00
"","2023-07-11","08:47:01",40290.863,27.210682,2.1124524,2023-07-11 08:47:01
"","2023-07-11","08:47:02",40276.359,30.754087,2.1111099,2023-07-11 08:47:02
"","2023-07-11","08:47:03",40264.59,33.816345,2.109644,2023-07-11 08:47:03
"","2023-07-11","08:47:04",40250.602,36.675816,2.1079263,2023-07-11 08:47:04
"","2023-07-11","08:47:05",40238.707,39.831417,2.1064209,2023-07-11 08:47:05
"","2023-07-11","08:47:06",40221.293,43.307041,2.1047441,2023-07-11 08:47:06
"","2023-07-11","08:47:07",40208.473,47.107651,2.1028784,2023-07-11 08:47:07
"","2023-07-11","08:47:08",40196.762,51.777668,2.101166,2023-07-11 08:47:08
"","2023-07-11","08:47:09",40176.832,52.57093,2.0990544,2023-07-11 08:47:09
"","2023-07-11","08:47:10",40160.094,54.359631,2.0973157,2023-07-11 08:47:10
"","2023-07-11","08:47:11",40144.996,56.683041,2.0952329,2023-07-11 08:47:11
"","2023-07-11","08:47:12",40134.711,56.948002,2.0932539,2023-07-11 08:47:12
"","2023-07-11","08:47:13",40117.465,59.505939,2.091436,2023-07-11 08:47:13
"","2023-07-11","08:47:14",40093.586,66.073776,2.0891704,2023-07-11 08:47:14
"","2023-07-11","08:47:15",40069.164,67.921349,2.0865122,2023-07-11 08:47:15
"","2023-07-11","08:47:16",40043.934,68.882668,2.0837366,2023-07-11 08:47:16
"","2023-07-11","08:47:17",40014.449,71.010406,2.0816548,2023-07-11 08:47:17
"","2023-07-11","08:47:18",39989.977,73.513634,2.0790928,2023-07-11 08:47:18
"","2023-07-11","08:47:19",39970.844,72.315262,2.0776079,2023-07-11 08:47:19
"","2023-07-11","08:47:20",39985.516,66.325195,2.0797888,2023-07-11 08:47:20
"","2023-07-11","08:47:21",40009.117,60.699127,2.0821987,2023-07-11 08:47:21
"","2023-07-11","08:47:22",40034.922,52.743042,2.0839397,2023-07-11 08:47:22
"","2023-07-11","08:47:23",40059.645,41.686565,2.0855115,2023-07-11 08:47:23
"","2023-07-11","08:47:24",40069.609,39.735973,2.0834824,2023-07-11 08:47:24
"","2023-07-11","08:47:25",40087.738,36.105453,2.0836028,2023-07-11 08:47:25
"","2023-07-11","08:47:26",40110.141,17.772957,2.0847043,2023-07-11 08:47:26
"","2023-07-11","08:47:27",40119.246,28.553167,2.0844043,2023-07-11 08:47:27
"","2023-07-11","08:47:28",40145.809,17.033398,2.0860688,2023-07-11 08:47:28
"","2023-07-11","08:47:29",40164.305,7.8190475,2.0874006,2023-07-11 08:47:29
"","2023-07-11","08:47:30",40186.254,1.7515516,2.0889573,2023-07-11 08:47:30
"","2023-07-11","08:47:31",40197.152,-3.4237754,2.0903782,2023-07-11 08:47:31
"","2023-07-11","08:47:32",40208.145,-7.4255657,2.0919229,2023-07-11 08:47:32
"","2023-07-11","08:47:33",40221.152,-10.989632,2.0942146,2023-07-11 08:47:33
"","2023-07-11","08:47:34",40227.137,-13.330933,2.095239,2023-07-11 08:47:34
"","2023-07-11","08:47:35",40238.688,10.695496,2.0966526,2023-07-11 08:47:35
"","2023-07-11","08:47:36",40243.867,-8.2903404,2.0972039,2023-07-11 08:47:36
"","2023-07-11","08:47:37",40229.004,-16.856464,2.0981177,2023-07-11 08:47:37
"","2023-07-11","08:47:38",40312.875,-19.326643,2.0989795,2023-07-11 08:47:38
"","2023-07-11","08:47:39",40367.141,-27.902126,2.1008811,2023-07-11 08:47:39
"","2023-07-11","08:47:40",40359.824,-29.752869,2.1033745,2023-07-11 08:47:40
"","2023-07-11","08:47:41",40339.434,-30.893728,2.1036953,2023-07-11 08:47:41
"","2023-07-11","08:47:42",40368.406,-25.401573,2.1056267,2023-07-11 08:47:42
"","2023-07-11","08:47:43",40392.199,-37.675072,2.1076643,2023-07-11 08:47:43
"","2023-07-11","08:47:44",40783.582,-48.049908,2.1086028,2023-07-11 08:47:44
"","2023-07-11","08:47:45",40862.008,-36.022266,2.1099309,2023-07-11 08:47:45
"","2023-07-11","08:47:46",40844.016,-13.352612,2.1104639,2023-07-11 08:47:46
"","2023-07-11","08:47:47",40813.074,-35.513725,2.1119814,2023-07-11 08:47:47
"","2023-07-11","08:47:48",40789.988,-43.883141,2.1132341,2023-07-11 08:47:48
"","2023-07-11","08:47:49",40768.168,-46.089561,2.1143528,2023-07-11 08:47:49
"","2023-07-11","08:47:50",40739.316,-14.676824,2.1152192,2023-07-11 08:47:50
"","2023-07-11","08:47:51",40722.094,-13.662815,2.1167383,2023-07-11 08:47:51
"","2023-07-11","08:47:52",40706.082,-44.911545,2.1177454,2023-07-11 08:47:52
"","2023-07-11","08:47:53",40695.012,-52.290203,2.1183171,2023-07-11 08:47:53
"","2023-07-11","08:47:54",40636.945,-54.632294,2.121082,2023-07-11 08:47:54
"","2023-07-11","08:47:55",35122.426,3321.9834,1.8156136,2023-07-11 08:47:55
"","2023-07-11","08:47:56",34962.273,3369.4773,1.8111228,2023-07-11 08:47:56
"","2023-07-11","08:47:57",37966.004,1692.9701,1.998396,2023-07-11 08:47:57
"","2023-07-11","08:47:58",40199.793,133.80247,2.1195974,2023-07-11 08:47:58
"","2023-07-11","08:47:59",40334.852,-1.2051655,2.1254148,2023-07-11 08:47:59
"","2023-07-11","08:48:00",40357.648,-29.296598,2.1262261,2023-07-11 08:48:00
"","2023-07-11","08:48:01",40384.555,-37.194874,2.1277878,2023-07-11 08:48:01
"","2023-07-11","08:48:02",40340.719,-33.02673,2.1286848,2023-07-11 08:48:02
"","2023-07-11","08:48:03",40318.23,-40.00135,2.1288435,2023-07-11 08:48:03
"","2023-07-11","08:48:04",40304.203,51.090282,2.1295381,2023-07-11 08:48:04
"","2023-07-11","08:48:05",40304.148,56.686596,2.1293704,2023-07-11 08:48:05
"","2023-07-11","08:48:06",40337.914,-2.6412108,2.1302683,2023-07-11 08:48:06
"","2023-07-11","08:48:07",40362.066,23.909649,2.1308254,2023-07-11 08:48:07
"","2023-07-11","08:48:08",40367.867,328.40341,2.1316875,2023-07-11 08:48:08
"","2023-07-11","08:48:09",40397.562,210.32449,2.1322375,2023-07-11 08:48:09
"","2023-07-11","08:48:10",40422.223,69.022263,2.1324685,2023-07-11 08:48:10
"","2023-07-11","08:48:11",40436.395,8.0568275,2.1327588,2023-07-11 08:48:11
"","2023-07-11","08:48:12",40452.695,-0.68912983,2.1331528,2023-07-11 08:48:12
"","2023-07-11","08:48:13",40462.031,-4.8319793,2.1334795,2023-07-11 08:48:13
"","2023-07-11","08:48:14",40463.441,34.367477,2.1339932,2023-07-11 08:48:14
"","2023-07-11","08:48:15",40472.113,46.586014,2.1341418,2023-07-11 08:48:15
"","2023-07-11","08:48:16",40477.387,43.575665,2.1344373,2023-07-11 08:48:16
"","2023-07-11","08:48:17",40479.34,42.852421,2.1349609,2023-07-11 08:48:17
"","2023-07-11","08:48:18",40484.383,31.748837,2.1353206,2023-07-11 08:48:18
"","2023-07-11","08:48:19",40490.355,36.078888,2.1357036,2023-07-11 08:48:19
"","2023-07-11","08:48:20",40489.348,17.053989,2.136106,2023-07-11 08:48:20
"","2023-07-11","08:48:21",40483.289,27.62097,2.1364006,2023-07-11 08:48:21
"","2023-07-11","08:48:22",40479.797,31.312847,2.1365378,2023-07-11 08:48:22
"","2023-07-11","08:48:23",40485.098,22.769163,2.1365857,2023-07-11 08:48:23
"","2023-07-11","08:48:24",40479.945,22.179155,2.136895,2023-07-11 08:48:24
"","2023-07-11","08:48:25",40476.785,20.724024,2.1372209,2023-07-11 08:48:25
"","2023-07-11","08:48:26",40469.918,21.215063,2.1373435,2023-07-11 08:48:26
"","2023-07-11","08:48:27",40467.703,22.892204,2.137498,2023-07-11 08:48:27
"","2023-07-11","08:48:28",40463.02,26.340813,2.1377441,2023-07-11 08:48:28
"","2023-07-11","08:48:29",40453.078,44.04607,2.1384297,2023-07-11 08:48:29
"","2023-07-11","08:48:30",40447.402,59.381912,2.1392007,2023-07-11 08:48:30
"","2023-07-11","08:48:31",40437.965,77.829163,2.13979,2023-07-11 08:48:31
"","2023-07-11","08:48:32",40429.781,94.694115,2.1405852,2023-07-11 08:48:32
"","2023-07-11","08:48:33",40423.594,109.63689,2.1409536,2023-07-11 08:48:33
"","2023-07-11","08:48:34",40408.703,131.65431,2.1415408,2023-07-11 08:48:34
"","2023-07-11","08:48:35",40385.871,152.17924,2.1418044,2023-07-11 08:48:35
"","2023-07-11","08:48:36",40373.586,167.94936,2.1419556,2023-07-11 08:48:36
"","2023-07-11","08:48:37",40354.785,188.06445,2.1423228,2023-07-11 08:48:37
"","2023-07-11","08:48:38",40335.41,206.0778,2.1424727,2023-07-11 08:48:38
"","2023-07-11","08:48:39",40320.336,224.47359,2.1426755,2023-07-11 08:48:39
"","2023-07-11","08:48:40",40303.184,242.05032,2.14305,2023-07-11 08:48:40
"","2023-07-11","08:48:41",40287.965,261.80832,2.1433357,2023-07-11 08:48:41
"","2023-07-11","08:48:42",40274.453,279.92218,2.1433264,2023-07-11 08:48:42
"","2023-07-11","08:48:43",40258.059,299.50931,2.1435083,2023-07-11 08:48:43
"","2023-07-11","08:48:44",40236.727,316.4458,2.1435916,2023-07-11 08:48:44
"","2023-07-11","08:48:45",40214.883,338.52277,2.143791,2023-07-11 08:48:45
"","2023-07-11","08:48:46",40196.695,354.13852,2.1437725,2023-07-11 08:48:46
"","2023-07-11","08:48:47",40175.137,374.30688,2.1437471,2023-07-11 08:48:47
"","2023-07-11","08:48:48",40157.32,395.08389,2.1439475,2023-07-11 08:48:48
"","2023-07-11","08:48:49",40147.422,412.3569,2.1438464,2023-07-11 08:48:49
"","2023-07-11","08:48:50",40134.555,428.55032,2.1436365,2023-07-11 08:48:50
"","2023-07-11","08:48:51",40114.754,451.03876,2.1439133,2023-07-11 08:48:51
"","2023-07-11","08:48:52",40092.133,471.88464,2.1432913,2023-07-11 08:48:52
"","2023-07-11","08:48:53",40071.23,488.36597,2.1431646,2023-07-11 08:48:53
"","2023-07-11","08:48:54",40056.355,507.93192,2.1428953,2023-07-11 08:48:54
"","2023-07-11","08:48:55",40036.578,527.51721,2.142696,2023-07-11 08:48:55
"","2023-07-11","08:48:56",40019.539,546.22162,2.142334,2023-07-11 08:48:56
"","2023-07-11","08:48:57",40000.719,565.70825,2.1421992,2023-07-11 08:48:57
"","2023-07-11","08:48:58",39985.031,585.0976,2.1418245,2023-07-11 08:48:58
"","2023-07-11","08:48:59",39964.785,605.05054,2.1412971,2023-07-11 08:48:59
"","2023-07-11","08:49:00",39942.898,624.62323,2.141019,2023-07-11 08:49:00
"","2023-07-11","08:49:01",39919.062,644.49658,2.1408352,2023-07-11 08:49:01
"","2023-07-11","08:49:02",39896.836,663.4765,2.1403577,2023-07-11 08:49:02
"","2023-07-11","08:49:03",39873.488,683.46814,2.1397317,2023-07-11 08:49:03
"","2023-07-11","08:49:04",39849.297,703.36969,2.1391711,2023-07-11 08:49:04
"","2023-07-11","08:49:05",39819.629,725.89276,2.1389182,2023-07-11 08:49:05
"","2023-07-11","08:49:06",39797.559,745.90118,2.1388469,2023-07-11 08:49:06
"","2023-07-11","08:49:07",39772.398,766.55975,2.13825,2023-07-11 08:49:07
"","2023-07-11","08:49:08",39749.055,786.55994,2.1374084,2023-07-11 08:49:08
"","2023-07-11","08:49:09",39723.73,805.31451,2.1367661,2023-07-11 08:49:09
"","2023-07-11","08:49:10",39696.383,826.08838,2.1359639,2023-07-11 08:49:10
"","2023-07-11","08:49:11",39670.586,846.34662,2.1356521,2023-07-11 08:49:11
"","2023-07-11","08:49:12",39646.672,863.73022,2.1350713,2023-07-11 08:49:12
"","2023-07-11","08:49:13",39616.539,885.28143,2.1345056,2023-07-11 08:49:13
"","2023-07-11","08:49:14",39590.09,907.36542,2.1336841,2023-07-11 08:49:14
"","2023-07-11","08:49:15",39563.422,926.43195,2.1327361,2023-07-11 08:49:15
"","2023-07-11","08:49:16",39538.34,946.15875,2.1317798,2023-07-11 08:49:16
"","2023-07-11","08:49:17",39518.191,967.14771,2.1307373,2023-07-11 08:49:17
"","2023-07-11","08:49:18",39489.902,986.88953,2.1293738,2023-07-11 08:49:18
"","2023-07-11","08:49:19",39465.738,1008.117,2.1279768,2023-07-11 08:49:19
"","2023-07-11","08:49:20",39444.078,1028.2054,2.127073,2023-07-11 08:49:20
"","2023-07-11","08:49:21",39416.566,1049.6801,2.1258857,2023-07-11 08:49:21
"","2023-07-11","08:49:22",39388.992,1070.9478,2.1249111,2023-07-11 08:49:22
"","2023-07-11","08:49:23",39364.57,1091.8828,2.1235955,2023-07-11 08:49:23
"","2023-07-11","08:49:24",39334.566,1113.3785,2.1226394,2023-07-11 08:49:24
"","2023-07-11","08:49:25",39306.797,1132.488,2.121627,2023-07-11 08:49:25
"","2023-07-11","08:49:26",39284.629,1152.8767,2.1206235,2023-07-11 08:49:26
"","2023-07-11","08:49:27",39255.801,1173.965,2.1193513,2023-07-11 08:49:27
"","2023-07-11","08:49:28",39225.629,1195.8602,2.1180806,2023-07-11 08:49:28
"","2023-07-11","08:49:29",39201.301,1216.6605,2.1169832,2023-07-11 08:49:29
"","2023-07-11","08:49:30",39169.312,1239.3218,2.1157,2023-07-11 08:49:30
"","2023-07-11","08:49:31",39143.578,1259.9399,2.1144534,2023-07-11 08:49:31
"","2023-07-11","08:49:32",39110.445,1281.8259,2.1133171,2023-07-11 08:49:32
"","2023-07-11","08:49:33",39079.234,1302.4751,2.1117561,2023-07-11 08:49:33
"","2023-07-11","08:49:34",39056.77,1322.9989,2.110697,2023-07-11 08:49:34
"","2023-07-11","08:49:35",39030.055,1344.6121,2.1093284,2023-07-11 08:49:35
"","2023-07-11","08:49:36",39006.27,1366.073,2.1079956,2023-07-11 08:49:36
"","2023-07-11","08:49:37",38969.727,1389.7719,2.1065276,2023-07-11 08:49:37
"","2023-07-11","08:49:38",38935.863,1410.6154,2.1051445,2023-07-11 08:49:38
"","2023-07-11","08:49:39",38907.617,1432.2028,2.1036416,2023-07-11 08:49:39
"","2023-07-11","08:49:40",38882.117,1450.7729,2.102177,2023-07-11 08:49:40
"","2023-07-11","08:49:41",38847.75,1472.7261,2.1006609,2023-07-11 08:49:41
"","2023-07-11","08:49:42",38814.367,1494.119,2.0991763,2023-07-11 08:49:42
"","2023-07-11","08:49:43",38778.266,1516.3156,2.0975476,2023-07-11 08:49:43
"","2023-07-11","08:49:44",38745.676,1538.2122,2.0959058,2023-07-11 08:49:44
"","2023-07-11","08:49:45",38713.664,1560.5529,2.0941782,2023-07-11 08:49:45
